Name,Album,Artist,PreviewURL,Image,Language,SpotifyURL
Pee Loon,Once Upon A Time In Mumbaai,Pritam,null,https://i.scdn.co/image/ab67616d0000b273df934f4de5f8dd46f8d75f5f,Hindi,https://open.spotify.com/track/52itZ0w0CydihB2JCZEIft
Bulleya,Sultan,Vishal-Shekhar,null,https://i.scdn.co/image/ab67616d0000b273b2abfd2439b6c23c3664df87,Hindi,https://open.spotify.com/track/3tgdOveYac7YMEAQD9sGLf
O Ri Chiraiya,Yaariyan 2 Motion Picture Soundtrack,Ram Sampath,null,https://i.scdn.co/image/ab67616d0000b2735fa025c95aa952bf611d545b,Hindi,https://open.spotify.com/track/60d8xZS908s2J5RwMMRhcT
Maahi Ve,Highway,A.R. Rahman,null,https://i.scdn.co/image/ab67616d0000b2731f4e9ecaf6913e207810093f,Hindi,https://open.spotify.com/track/1sbW5E7w8tnqpYk0Frx8QG
Noor E Khuda,My Name Is Khan (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,null,https://i.scdn.co/image/ab67616d0000b2730b7a25dad85eb88ffb5f942d,Hindi,https://open.spotify.com/track/55fSZWdcvMPJga3LbiV8jN
Aas Paas Khuda,Anjaana Anjaani,Vishal-Shekhar,null,https://i.scdn.co/image/ab67616d0000b2731da0a37c5bad81580d49ef05,Hindi,https://open.spotify.com/track/3kuxr8U3QynLzyW82p5hYR
Sooiyan,Guddu Rangeela,Amit Trivedi,null,https://i.scdn.co/image/ab67616d0000b2738c4fc63bb376d0d3d2b45391,Hindi,https://open.spotify.com/track/6OTfUkn4BwQtSnWvwO9vyR
Saiyyan,Jhoomo Re,Kailash Kher,null,https://i.scdn.co/image/ab67616d0000b273cd3f6c3c2f2aa9b76fe635b1,Hindi,https://open.spotify.com/track/2vR23BjIzpLMtzsyKrM6Mb
Tujh Mein Rab Dikhta Hai,Rab Ne Bana Di Jodi,Salim–Sulaiman,null,https://i.scdn.co/image/ab67616d0000b2731555fec10000486f9331fbc8,Hindi,https://open.spotify.com/track/2LcXJP95e4HKydTZ2mYfrx
Mast Magan,2 States,Arijit Singh,null,https://i.scdn.co/image/ab67616d0000b273c7b8d39b1e113845906984ab,Hindi,https://open.spotify.com/track/3uL1IBFhg52VcQqOwAG01E
Zehnaseeb,Hasee Toh Phasee (Original Motion Picture Soundtrack),Vishal-Shekhar,null,https://i.scdn.co/image/ab67616d0000b2732025db071cd9dd7e8023e01e,Hindi,https://open.spotify.com/track/3xF15SqY32Mno3UUMBirhU
Jiyein Kyun,Dum Maaro Dum,Pritam,null,https://i.scdn.co/image/ab67616d0000b273e39388ba8eadf58476135087,Hindi,https://open.spotify.com/track/0up9rhm9qt2LW7cnoDFCMk
Moh Moh Ke Dhaage (Male),Dum Laga Ke Haisha,Anu Malik,null,https://i.scdn.co/image/ab67616d0000b2738505999314c197a269c4d9bc,Hindi,https://open.spotify.com/track/189DQylImZ1hGZaIpAQUzx
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,null,https://i.scdn.co/image/ab67616d0000b273ba03ff79dad25f7c3542382f,Hindi,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
Maya,Maya,Ayush Gauchan,null,https://i.scdn.co/image/ab67616d0000b273e103602d02f64d252bc95564,Nepali,https://open.spotify.com/track/2iCvfpD5hEzLeqEbsXhXVQ
Batash,Batash,Shashwot Khadka,null,https://i.scdn.co/image/ab67616d0000b27315ea7cd8702ffb6f99183a84,Nepali,https://open.spotify.com/track/7pXrpIYyO9Esxf17KtFFyW
Timi Sangai,Timi Sangai,Apurva Tamang,null,https://i.scdn.co/image/ab67616d0000b27337c197de2490a9c9b6ef166f,Nepali,https://open.spotify.com/track/3CV247i47dzbOrrn4DXzUg
Risaune Bhaye,Risaune Bhaye,Sushant KC,null,https://i.scdn.co/image/ab67616d0000b273f74308b91630e9669c2f8f66,Nepali,https://open.spotify.com/track/5DRxbKcBMgMT4nR8eMBjgR
Sasto Mutu,Sasto Mutu,Sajjan Raj Vaidya,null,https://i.scdn.co/image/ab67616d0000b2739c6e41236e9710de4e358ff8,Nepali,https://open.spotify.com/track/4iHcmWi4kGGNCEk44ZIXIc
Sarangi,Sarangi,Sushant KC,null,https://i.scdn.co/image/ab67616d0000b273ddf77408407aee1559197962,Nepali,https://open.spotify.com/track/0pYMa1j9R24qW50J4yc0X3
Mooskaan,Mooskaan,Sajjan Raj Vaidya,null,https://i.scdn.co/image/ab67616d0000b27360209e39f19991a7b1b58c29,Nepali,https://open.spotify.com/track/6quygE0BQuMUY861Crte1N
Phutki Jaaney Jovan,Phutki Jaaney Jovan,Sajjan Raj Vaidya,null,https://i.scdn.co/image/ab67616d0000b2739fb8b0c8fa745976c8f7f76c,Nepali,https://open.spotify.com/track/12b3bKEbdjtL1Ga0n3ybzK
Chitthi Bhitra,Chitthi Bhitra,Sajjan Raj Vaidya,null,https://i.scdn.co/image/ab67616d0000b273fe824ddbaa151e81cb04bea0,Nepali,https://open.spotify.com/track/6XPLnH0wby09UGaJYtv4NT
Sadhana,Sadhana,John Rai,null,https://i.scdn.co/image/ab67616d0000b27351d21f485346cde52cae901f,Nepali,https://open.spotify.com/track/3HqsyASz8AmUqqRzZBU1af
Suna Kaanchi,Suna Kaanchi,Sajjan Raj Vaidya,null,https://i.scdn.co/image/ab67616d0000b273526ed0c0d1ce4f23f7c53d23,Nepali,https://open.spotify.com/track/2PUAaqMu3nSSk8XFO1xUFZ
Laakhau Hajarau,Laakhau Hajarau,Yabesh Thapa,null,https://i.scdn.co/image/ab67616d0000b27340b0f57a4e93e6ba5ba50c21,Nepali,https://open.spotify.com/track/7FmmE8lJwwX61kVB3xU0vb
Mann Ka Bhawana,Mann Ka Bhawana,Apurva Tamang,null,https://i.scdn.co/image/ab67616d0000b27353051d83091af6bf5fd6dc9b,Nepali,https://open.spotify.com/track/0Wv3F9mVrZIoVnoj3DFeJi
Syndicate,Syndicate - Single,Bipul Chettri,null,https://i.scdn.co/image/ab67616d0000b273f353571ce4e3c1a96c84afe7,Nepali,https://open.spotify.com/track/19sHKgWrbZekv5HISKzCb0
Birsiney Hau Ki,Birsiney Hau Ki,The Elements,null,https://i.scdn.co/image/ab67616d0000b273b4e65dbf74fe87c48186c595,Nepali,https://open.spotify.com/track/0Ley2dKfWsTgMEZGES12Ep
Bhikhaari,Bhikhaari,Oasis Thapa,null,https://i.scdn.co/image/ab67616d0000b27306940cc1ebb19cf20b5e45b0,Nepali,https://open.spotify.com/track/606UwPF1MMoE220tv9ITut
Gajalu,Gajalu,Sushant KC,null,https://i.scdn.co/image/ab67616d0000b273b850213fc686ed8a2d8e3f41,Nepali,https://open.spotify.com/track/1rdEAQXWUTLSK2uiFrwyW3
Hawa Jastai (Raw),Hawa Jastai (Raw),John Rai,null,https://i.scdn.co/image/ab67616d0000b2739473c582152847289b33c079,Nepali,https://open.spotify.com/track/3bFZlbgCRKxbjkMcaypmsO
Sunideu,Sunideu,Apurva Tamang,null,https://i.scdn.co/image/ab67616d0000b2732ba07b12cabf5df7ccdd2c80,Nepali,https://open.spotify.com/track/3VFXOfNBG6hPk2VpT9yrlU
Manaka kura,Manaka kura,Purna Rai,null,https://i.scdn.co/image/ab67616d0000b273565d1079434e0e35fc8d5e04,Nepali,https://open.spotify.com/track/756Ghs7RyyVBSURU9i2IT5
Rang,Rang,Brijesh Shrestha,null,https://i.scdn.co/image/ab67616d0000b273e7d4cd2cc7ce5edcf610e8a9,Nepali,https://open.spotify.com/track/4kDI4QJcSYPnIDwf69hX3W
Nacha Firiri,Maya Maya,Fisha,null,https://i.scdn.co/image/ab67616d0000b273588d733ca57c49cd8fb213ce,Nepali,https://open.spotify.com/track/6LqUAMZUbVBnI2gsLJiQDH
Muskurayera,Maya Ma (2018 Compilation),Sushant KC,null,https://i.scdn.co/image/ab67616d0000b2730451af1e5996228aeb7ca3dd,Nepali,https://open.spotify.com/track/3gEXozdAKhOArKGMfW0m5W
Maya Ma,Maya Ma (2018 Compilation),Sushant KC,null,https://i.scdn.co/image/ab67616d0000b2730451af1e5996228aeb7ca3dd,Nepali,https://open.spotify.com/track/7cKpWhrEnnqn5iaYvllaf9
Hawaijahaj,Sajjan Raj Vaidya 2016 Releases,Sajjan Raj Vaidya,null,https://i.scdn.co/image/ab67616d0000b27363ab3d245ef5f337843d1634,Nepali,https://open.spotify.com/track/5PGtbjfmWEfKkj2XrYNSSo
K Garu,K Garu,John Rai,null,https://i.scdn.co/image/ab67616d0000b2731f09304d863499bede989947,Nepali,https://open.spotify.com/track/24w2kgWQxQEaSygwH4L4TN
Ujeli,Ujeli,Sajjan Raj Vaidya,null,https://i.scdn.co/image/ab67616d0000b273bb01c42af981174da6db4436,Nepali,https://open.spotify.com/track/1cY8DmEeV6gkbxFazKmsSN
Mayalu,Mayalu,Vek,null,https://i.scdn.co/image/ab67616d0000b2734ccaeba1bbdcc4e214ae8e92,Nepali,https://open.spotify.com/track/7lLeoZv3rPnfbh9AsJDJWq
Furfuri,Furfuri,Kuma Sagar,null,https://i.scdn.co/image/ab67616d0000b273904dec6891df07dd2ed2e584,Nepali,https://open.spotify.com/track/5UoeA3LRvyezP2zQeqxZt2
A Mai Re,A Mai Re,Kuma Sagar,null,https://i.scdn.co/image/ab67616d0000b2731b81634d42a907f2ece8fcd0,Nepali,https://open.spotify.com/track/6Tauq9VGQqPEE0oENJDGBo
9841,9841,Sajjan Raj Vaidya,null,https://i.scdn.co/image/ab67616d0000b273d3c8360591752e3adb54a307,Nepali,https://open.spotify.com/track/55xxtb3HZ0jDYEBLPYaJrs
Nihita,Nihita,John Rai,null,https://i.scdn.co/image/ab67616d0000b27311930809bbc858da89a09d17,Nepali,https://open.spotify.com/track/4R1qVY47RH97zjKIBQRNnq
Sparsha Sangeet (Raw),Sparsha Sangeet (Raw),Purna Rai,null,https://i.scdn.co/image/ab67616d0000b2737c634df4574cc35103dcb05f,Nepali,https://open.spotify.com/track/0jDqlKhZ43Yor5qbdJnwDu
Sahara,Sahara,Tribal Rain,null,https://i.scdn.co/image/ab67616d0000b273167b3b064eb55c8cbfb9c368,Nepali,https://open.spotify.com/track/0ACueZ38Jg9EboWOFOVlZQ
Kasari,Kasari,Yabesh Thapa,null,https://i.scdn.co/image/ab67616d0000b273d68f0d21c885b641d9c8a170,Nepali,https://open.spotify.com/track/2rXfg1yLOb8tKgSM7Xj5UH
Ae Mutu,Ae Mutu,Yabesh Thapa,null,https://i.scdn.co/image/ab67616d0000b273ded3dbe3a36179504198e30a,Nepali,https://open.spotify.com/track/0oLlykxJddGnu0eLel4JuO
Vanana Matra,Vanana Matra,John Rai,null,https://i.scdn.co/image/ab67616d0000b273214246fd9c8c8119b8e8c7e6,Nepali,https://open.spotify.com/track/08HiOcH8mxRL2w91HgUnyM
Narisawna,Roka Yo Samay,Tribal Rain,null,https://i.scdn.co/image/ab67616d0000b273698de3a9f0f9794f7760ac7d,Nepali,https://open.spotify.com/track/7pNzZIVe1aTino5pgfQtlg
Dandelions,Safe Haven,Ruth B.,null,https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707,English,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
Strawberries & Cigarettes,Strawberries & Cigarettes,Troye Sivan,null,https://i.scdn.co/image/ab67616d0000b273c9eb4c87e1d7f5353908b712,English,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
Perfect,÷ (Deluxe),Ed Sheeran,null,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,English,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
In The Stars,In The Stars,Benson Boone,null,https://i.scdn.co/image/ab67616d0000b2730e6b6868e920743f7f4061c4,English,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn
Princesses Don't Cry,Princesses Don't Cry,CARYS,null,https://i.scdn.co/image/ab67616d0000b2735727bed9850f6d602cd16495,English,https://open.spotify.com/track/07squf0xpI7hHUwZ4hezKP
Dancing With Your Ghost,Dancing With Your Ghost,Sasha Alex Sloan,null,https://i.scdn.co/image/ab67616d0000b273141cf717cd3993690358a60c,English,https://open.spotify.com/track/1TQXIltqoZ5XXyfCbAeSQQ
happier,SOUR,Olivia Rodrigo,null,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,English,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
Wildest Dreams,1989,Taylor Swift,null,https://i.scdn.co/image/ab67616d0000b273b7e976d2b35c767f9012cb72,English,https://open.spotify.com/track/3fVnlF4pGqWI9flVENcT28
Arcade,Small Town Boy (Track By Track),Duncan Laurence,null,https://i.scdn.co/image/ab67616d0000b27359ce61a220822995a3ccd27f,English,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
Infinity,Feel Something,Jaymes Young,null,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f,English,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
a thousand years,a thousand years,Christina Perri,null,https://i.scdn.co/image/ab67616d0000b2733dea4a2ccd58ad1f8e4dbb03,English,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
traitor,SOUR,Olivia Rodrigo,null,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,English,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
Moral of the Story,Ashlyn,Ashe,null,https://i.scdn.co/image/ab67616d0000b273639c6811b5d0c6cfb145de3a,English,https://open.spotify.com/track/69HzZ3ti9DLwb0GdWCGYSo
Heart Attack,Demi,Demi Lovato,null,https://i.scdn.co/image/ab67616d0000b273aadb13ae608f6af20528409b,English,https://open.spotify.com/track/1V6gIisPpYqgFeWbMLI0bA
Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,null,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,English,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
Runaway,All My Demons Greeting Me As A Friend (Deluxe),AURORA,null,https://i.scdn.co/image/ab67616d0000b273c379325088c2845fe85cd70a,English,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
Hurts So Good,Leave It Beautiful (Complete),Astrid S,null,https://i.scdn.co/image/ab67616d0000b273d1bc0ae272f8d507108b683e,English,https://open.spotify.com/track/46u5B2WN4wryYLZuMAOmI4
Paper Rings,Lover,Taylor Swift,null,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,English,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR
Angel Baby,Angel Baby,Troye Sivan,null,https://i.scdn.co/image/ab67616d0000b2735cf05521594fbf41d2a48893,English,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
hate u love u,hate u love u,Olivia O'Brien,null,https://i.scdn.co/image/ab67616d0000b273f9a776c0d4ec78052c92882b,English,https://open.spotify.com/track/6ATgDc6e4sPn84hvJsAmPt
I Like Me Better,I met you when I was 18. (the playlist),Lauv,null,https://i.scdn.co/image/ab67616d0000b273bdea30b86b37142ec99deb78,English,https://open.spotify.com/track/0EcQcdcbQeVJn9fknj44Be
Love Me Like You Do,恋したくなるラブソング,Ellie Goulding,null,https://i.scdn.co/image/ab67616d0000b273859f6d4f9e5f6b67fdbc85b6,English,https://open.spotify.com/track/4Wui4miiL1JR3QqWcbcKwD
"Alone, Pt. II",World Of Walker,Alan Walker,null,https://i.scdn.co/image/ab67616d0000b273df9a35baaa98675256b35177,English,https://open.spotify.com/track/28VbwtsYnj85UEODGpQRem
I'm a Mess,Expectations,Bebe Rexha,null,https://i.scdn.co/image/ab67616d0000b27361fe6d3a50c0beaa3cfe33e9,English,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
Love Is Gone,Thrive,SLANDER,null,https://i.scdn.co/image/ab67616d0000b27361459765143591a20c154b1a,English,https://open.spotify.com/track/6HfZTdkheqDGQQwQGRV8et
Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,null,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,English,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
It's You,YOU,Ali Gatie,null,https://i.scdn.co/image/ab67616d0000b27350a744f0ef5c3e260d9de720,English,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
Can We Kiss Forever?,Can We Kiss Forever?,Kina,null,https://i.scdn.co/image/ab67616d0000b27313584782bb6d165483d296ed,English,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
Ghost Town,Ghost Town,Benson Boone,null,https://i.scdn.co/image/ab67616d0000b273351638732d4bd958ae567ebc,English,https://open.spotify.com/track/135Lf4Q0CzlMNfOxbEUsLH
Pretty Girl,Pretty Girl,Maggie Lindemann,null,https://i.scdn.co/image/ab67616d0000b27314927ea8cabd02205c056870,English,https://open.spotify.com/track/1ue7zm5TVVvmoQV8lK6K2H
Happier,÷ (Deluxe),Ed Sheeran,null,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,English,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
Man Udhan Varyache,Mazi Gaani - Ajay-Atul,Shankar Mahadevan,null,https://i.scdn.co/image/ab67616d0000b2735324eda668cdd606ed028b68,English,https://open.spotify.com/track/52P5qoJPnEAfR1eUcpMjly
